0	347831
38	166279
76	78808
114	37351
152	17702
190	9611
228	8167
266	7267
304	6465
342	5752
380	5118
418	4553
456	4013
500	3342
574	2662
648	2120
722	1688
796	1344
870	1121
921	1860
1000	1860
1200	1861
1500	1863
2041	14474
2800	14474
3700	14474
4700	14462
5921	7310
6400	7310
7000	7310
7800	7310
9000	7310
11000	7310
14000	7310
18000	7310
25000	7310
35000	7309
50000	7310
100000	7310
300000	7310
